facet,group,A,H,N,G,V,growthH,MAIh,growthG,MAIg,growthVt,MAIv,Dq,Dn,Dx,a,b,c,si,vtotal,vdlu_6cm,vdlu_8cm,vdlu_12cm,vdlu_16cm,vdlu_0cm
g1,8015,19,22.0352727,1204.858664,39.98312424,295.2935893,0.882272262,1.159751195,1.604483542,2.10437496,25.71826463,15.54176786,20.55537338,14.07775838,28.54187494,14.07775838,7.314218844,2.138987946,22.86829827,295.2935893,286.4504704,273.9047856,226.0553831,152.0348302,295.2935893
g1,8015,20,22.86829827,1198.466633,41.42239584,320.2143128,0.833025574,1.143414914,1.439271602,2.071119792,24.92072353,16.01071564,20.97778804,14.35896414,28.91181316,14.35896414,7.473290805,2.112388612,22.86829827,320.2143128,310.0306159,296.3001993,245.8884107,168.4306141,320.2143128
g1,8015,21,23.65380851,1192.254512,42.70960052,344.1345472,0.785510237,1.126371834,1.287204681,2.033790501,23.92023433,16.38735939,21.35665965,14.60952231,29.20042622,14.60952231,7.617528405,2.086235126,22.86829827,344.1345472,332.6391345,317.7286151,264.837764,184.1569053,344.1345472
g1,8015,22,24.39366098,1186.217383,43.85769875,366.43132,0.739852472,1.108802772,1.148098226,1.993531761,22.29677285,16.65596909,21.69680758,14.83285162,29.41465458,14.83285162,7.748498379,2.060555595,22.86829827,366.43132,353.8787252,338.0846175,283.2563167,200.0306568,366.43132
g1,8015,23,25.08979284,1180.35004,44.87922122,387.8097707,0.696131865,1.090860558,1.021522479,1.951270488,21.37845072,16.86129438,22.00251399,15.03201996,29.56112607,15.03201996,7.867560263,2.035369952,22.86829827,387.8097707,374.0869878,357.3960773,300.4627353,214.5199917,387.8097707
g1,8015,24,25.74418369,1174.647085,45.78610191,407.9495756,0.654390851,1.072674321,0.906880684,1.907754246,20.13980486,16.99789898,22.27758924,15.20977903,29.64611745,15.20977903,7.975900625,2.010691402,22.86829827,407.9495756,393.2546942,375.7635176,317.0596388,228.7990011,407.9495756
g1,8015,25,26.35882611,1169.103007,46.58957115,427.1775339,0.614642413,1.054353044,0.803469242,1.863582846,19.22795828,17.08710136,22.52542672,15.36859466,29.67553062,15.36859466,8.074560386,1.98652761,22.86829827,427.1775339,411.6695396,393.4831712,333.2329528,242.9255195,427.1775339
g1,8015,26,26.93570244,1163.71225,47.30009469,445.0388546,0.576876337,1.035988556,0.710523545,1.819234411,17.86132076,17.11687902,22.7490498,15.51067389,29.65488055,15.51067389,8.16445688,1.962881696,22.86829827,445.0388546,428.8007923,409.965359,348.2708666,256.0426499,445.0388546
g1,8015,27,27.47676675,1158.46926,47.92734715,467.2090616,0.541064308,1.017658028,0.627252456,1.775086932,22.17020699,17.30403932,22.95115245,15.63798942,29.5892928,15.63798942,8.246401831,1.93975307,22.86829827,467.2090616,449.9435395,430.1859029,366.2610124,270.9614827,467.2090616
g1,8015,28,27.98393083,1153.368526,48.48021096,482.4006735,0.507164075,0.999426101,0.552863807,1.731436106,15.19161186,17.22859548,23.1341348,15.75230178,29.48350852,15.75230178,8.32111614,1.917138135,22.86829827,482.4006735,464.5386963,444.2370218,378.947053,281.9389533,482.4006735
g1,8015,29,28.45905366,1148.404614,48.96679379,496.4751554,0.475122835,0.981346678,0.486582836,1.688510131,14.07448186,17.11983294,23.30013456,15.8551797,29.34189494,15.8551797,8.389242167,1.895030878,22.86829827,496.4751554,478.1760851,457.4264212,391.0618912,292.6001794,496.4751554
g1,8015,30,28.90393366,1143.572193,49.39445888,509.503661,0.444879995,0.963464455,0.427665087,1.646481963,13.02850562,16.98345537,23.45105483,15.94801862,29.16846012,15.94801862,8.451353984,1.873423371,22.86829827,509.503661,490.8300551,469.7471414,402.4701275,302.7280103,509.503661
g1,8016,9.5036,12.33,1400,19.16,77.3837607,0,1.297403089,0,2.033927093,0,8.214662183,13.20045174,8.933330325,20.35344585,8.933330325,4.814691331,2.367239214,24.39153267,77.3837607,76.13392291,70.54874071,44.86846401,10.40617925,77.3837607
g1,8016,10,13.03299227,1395.521759,21.90201657,92.46915337,0.702992269,1.303299227,2.742016568,2.190201657,15.08539267,9.246915337,14.13607383,9.64671902,21.099655,9.64671902,5.065765125,2.357824951,24.39153267,92.46915337,91.5649871,85.60051823,58.40772826,18.51413187,92.46915337
g1,8016,11,14.41456217,1386.63488,25.24314365,117.1111649,1.3815699,1.310414743,3.341127079,2.294831241,24.6420115,10.64646953,15.22459395,10.35397756,22.51467104,10.35397756,5.496951437,2.329529273,24.39153267,117.1111649,115.8355295,108.9706648,78.03938431,30.32491728,117.1111649
g1,8016,12,15.74571027,1377.940273,28.38043389,143.9088366,1.331148099,1.312142522,3.137290247,2.365036158,26.79767172,11.99240305,16.19382263,10.98841351,23.78824511,10.98841351,5.875707309,2.301009479,24.39153267,143.9088366,141.9301705,134.0222126,99.17064291,44.87429039,143.9088366
g1,8016,13,17.02297267,1369.448385,31.29820335,171.6235392,1.277262404,1.309459436,2.917769452,2.407554104,27.71470261,13.20181071,17.05854279,11.55717943,24.92473068,11.55717943,6.210578131,2.272447659,24.39153267,171.6235392,168.3116943,159.7439453,121.4626532,61.90171611,171.6235392
g1,8016,14,18.24428621,1361.165623,33.99070953,200.3684873,1.221313534,1.3031633,2.692506189,2.427907824,28.74494808,14.31203481,17.83116375,12.06672338,25.92963126,12.06672338,6.508235863,2.243984539,24.39153267,200.3684873,195.8680688,186.2095888,144.6102165,79.91914407,200.3684873
g1,8016,15,19.40867326,1353.095293,36.45913533,230.8218588,1.164387049,1.29391155,2.468425799,2.430609022,30.45337147,15.38812392,18.52226315,12.52287379,26.80928748,12.52287379,6.773993364,2.215729596,24.39153267,230.8218588,225.1347037,213.9848756,168.9052691,99.07567777,230.8218588
g1,8016,16,20.51599621,1345.238305,38.70950556,261.8801826,1.107322951,1.282249763,2.250370229,2.419344098,31.0583238,16.36751141,19.14098393,12.93092611,27.57062437,12.93092611,7.01215345,2.187768463,24.39153267,261.8801826,254.5590844,242.2063,193.4613235,118.5327618,261.8801826
g1,8016,17,21.56676429,1337.593719,40.75116001,293.0465723,1.050768084,1.268633194,2.041654449,2.397127059,31.16638974,17.23803366,19.69531526,13.29570736,28.22093606,13.29570736,7.22625198,2.160168141,24.39153267,293.0465723,283.997973,270.1830748,218.0581386,138.1946919,293.0465723
g1,8016,18,22.56198057,1330.159165,42.59560553,323.7448453,0.995216275,1.253443365,1.844445514,2.366422529,30.69827305,17.98582474,20.19229358,13.62162287,28.76770251,13.62162287,7.419231273,2.132980737,24.39153267,323.7448453,312.9313914,297.6778878,242.2261825,157.7485827,323.7448453
g1,8016,19,23.5030201,1322.931178,44.25564776,353.4896864,0.941039532,1.237001058,1.660042233,2.329244619,29.74484104,18.60472034,20.63815094,13.9126918,29.21843636,13.9126918,7.593566531,2.106246233,24.39153267,353.4896864,340.7390567,324.2297048,265.6365482,176.9783624,353.4896864
g1,8016,20,24.39153267,1315.90546,45.74473761,382.1285677,0.888512572,1.219576634,1.489089857,2.287236881,28.63888131,19.10642838,21.03842796,14.17257636,29.58055837,14.17257636,7.75135984,2.079994619,24.39153267,382.1285677,367.684307,349.7744959,288.1903586,195.5874103,382.1285677
g1,8016,21,25.22936496,1309.077092,47.07648528,410.0859888,0.837832285,1.201398331,1.331747662,2.241737394,27.95742112,19.52790423,21.39806307,14.40460747,29.86129916,14.40460747,7.894411295,2.054247599,24.39153267,410.0859888,393.972817,374.7136472,310.2001785,213.7572784,410.0859888
g1,8016,22,26.01849826,1302.440699,48.26430561,436.8521047,0.789133302,1.182659012,1.187820331,2.193832073,26.76611584,19.85691385,21.72146492,14.61180829,30.06762431,14.61180829,8.02427367,2.029019974,24.39153267,436.8521047,419.3356257,398.9324398,331.8952698,232.1265168,436.8521047
g1,8016,23,26.76099877,1295.990584,49.32116639,461.8072778,0.74250051,1.163521686,1.056860782,2.144398539,24.9551731,20.07857729,22.01257281,14.7969165,30.20617997,14.7969165,8.142295046,2.004320804,24.39153267,461.8072778,443.1630266,421.8184073,352.61336,249.9890841,461.8072778
g1,8016,24,27.45897794,1289.720843,50.25941659,485.1872996,0.697979169,1.144124081,0.938250197,2.094142358,23.38002185,20.21613748,22.27490813,14.9624055,30.28325577,14.9624055,8.249652488,1.980154378,24.39153267,485.1872996,465.6859151,443.6506351,372.5750152,267.4838063,485.1872996
g1,8016,25,28.11456107,1283.625443,51.09067638,506.8785991,0.655583128,1.124582443,0.831259795,2.043627055,21.69129954,20.27514397,22.51161886,15.11050472,30.30476212,15.11050472,8.347378956,1.956521051,24.39153267,506.8785991,486.5080537,463.6850786,390.7812578,283.2118583,506.8785991
g1,8016,26,28.72986256,1277.698299,51.82577439,527.0774673,0.61530149,1.104994714,0.735098008,1.993299015,20.19886812,20.27221028,22.72551852,15.24321914,30.27621935,15.24321914,8.436385053,1.933417944,24.39153267,527.0774673,506.0514802,482.6692234,408.2542282,298.5813728,527.0774673
g1,8016,27,29.30696661,1271.933328,52.4747204,545.6874504,0.577104059,1.085443208,0.648946014,1.943508163,18.60998314,20.21064631,22.91912073,15.36234773,30.20275613,15.36234773,8.517476769,1.91083955,24.39153267,545.6874504,524.0625869,500.0857306,424.1956341,312.4918276,545.6874504
g1,8016,28,29.84791238,1266.324493,53.04670445,562.8150825,0.540945765,1.065996871,0.571984044,1.894525159,17.1276321,20.10053866,23.09466995,15.46950109,30.08911514,15.46950109,8.59137009,1.888778253,24.39153267,562.8150825,540.5119107,515.9105769,438.5084869,324.7552742,562.8150825
g1,8016,29,30.35468267,1260.865839,53.55011485,578.7401743,0.50677029,1.046713195,0.503410406,1.846555685,15.92509181,19.95655773,23.25416895,15.56611799,29.93966428,15.56611799,8.658703135,1.867224762,24.39153267,578.7401743,556.1822605,531.2800854,452.9361858,337.6835012,578.7401743
g1,8016,30,30.82919567,1255.551524,53.99256966,593.2828078,0.474513005,1.027639856,0.442454811,1.799752322,14.54263353,19.77609359,23.3994036,15.65348097,29.75841184,15.65348097,8.720046304,1.846168492,24.39153267,593.2828078,570.2315053,544.8246951,465.2912626,348.2932206,593.2828078
g1,8017,9.5036,12.82,1375,20.83,87.13098347,0,1.348962498,0,2.211205707,0,9.249377239,13.88827621,9.538421885,20.94539448,9.538421885,4.907595906,2.380082461,25.36086365,87.13098347,86.21270498,80.32563202,53.79344588,15.64221304,87.13098347
g1,8017,10,13.55092951,1370.485844,23.63222909,103.5705772,0.730929513,1.355092951,2.802229086,2.363222909,16.43959372,10.35705772,14.8173359,10.24549021,21.70969839,10.24549021,5.158412123,2.370221515,25.36086365,103.5705772,102.6859671,96.67603848,68.71138971,24.74837716,103.5705772
g1,8017,11,14.98740365,1361.528519,27.04485354,130.277641,1.436474138,1.362491241,3.412624459,2.45862305,26.70706379,11.84342191,15.90318111,10.95017249,23.16405713,10.95017249,5.589546152,2.341194981,25.36086365,130.277641,128.5472136,121.8934021,90.07851557,39.82652192,130.277641
g1,8017,12,16.3714522,1352.766062,30.24822648,159.496842,1.384048551,1.364287683,3.203372939,2.52068554,29.21920105,13.2914035,16.87305289,11.58522782,24.47476317,11.58522782,5.968394664,2.312063604,25.36086365,159.496842,156.8317661,149.0995303,113.3654342,57.14772866,159.496842
g1,8017,13,17.69947361,1344.208939,33.22701476,190.2140223,1.328021412,1.36149797,2.978788274,2.555924212,30.71718025,14.63184787,17.7405603,12.15667819,25.64585704,12.15667819,6.30345234,2.282977889,25.36086365,190.2140223,186.6426363,177.4884468,138.0532689,76.24630824,190.2140223
g1,8017,14,18.96932272,1335.863543,35.97563508,221.1439375,1.269849109,1.354951623,2.748620325,2.56968822,30.92991522,15.79599554,18.51732483,12.6702129,26.68263084,12.6702129,6.60135695,2.254056891,25.36086365,221.1439375,216.2908602,206.1799,163.3141333,96.35589939,221.1439375
g1,8017,15,20.17998306,1327.73314,38.49541516,255.571115,1.210660338,1.345332204,2.519780079,2.566361011,34.42717751,17.03807433,19.2133974,13.13115306,27.59130648,13.13115306,6.867398306,2.225395085,25.36086365,255.571115,248.9926649,237.3354808,190.592457,117.845668,255.571115
g1,8017,16,21.33131155,1319.818581,40.79255943,289.6776262,1.151328486,1.333206972,2.29714427,2.549534964,34.10651121,18.10485164,19.83756751,13.54445374,28.37876667,13.54445374,7.105863577,2.197067531,25.36086365,289.6776262,281.2709094,268.1133367,217.6856113,139.7746283,289.6776262
g1,8017,17,22.42383765,1312.118854,42.8766275,323.7692576,1.092526102,1.319049273,2.084068067,2.522154559,34.09163133,19.04525044,20.39758636,13.91471277,29.05232359,13.91471277,7.320277923,2.169133631,25.36086365,323.7692576,313.2442356,298.735058,244.760532,162.0467315,323.7692576
g1,8017,18,23.45860429,1304.631509,44.75937796,357.1724268,1.034766638,1.303255794,1.882750465,2.486632109,33.40316928,19.8429126,20.90033027,14.24618122,29.61952144,14.24618122,7.513576314,2.141639909,25.36086365,357.1724268,344.7826086,328.6963578,271.2510811,183.9718764,357.1724268
g1,8017,19,24.43704117,1297.352994,46.45388898,389.441932,0.978436886,1.286160062,1.694511019,2.444941525,32.26950515,20.49694379,21.3519242,14.54277515,30.08797159,14.54277515,7.688228912,2.114622163,25.36086365,389.441932,375.2712594,357.6675423,296.9946266,205.4027165,389.441932
g1,8017,20,25.36086365,1290.278923,47.97389427,420.2018635,0.923822479,1.268043183,1.52000529,2.398694714,30.75993151,21.01009318,21.75783829,14.80808889,30.4652183,14.80808889,7.84633437,2.088107183,25.36086365,420.2018635,404.393258,385.4245093,321.7701761,226.3033049,420.2018635
g1,8017,21,26.23199179,1283.404284,49.33328853,450.4442136,0.871128135,1.249142466,1.359394263,2.349204216,30.24235006,21.44972446,22.12296591,15.04540995,30.75863246,15.04540995,7.989690478,2.062114173,25.36086365,450.4442136,433.2034025,413.0563224,346.7440171,247.7404147,450.4442136
g1,8017,22,27.05248562,1276.72361,50.54576625,478.8853932,0.820493831,1.229658437,1.212477712,2.297534829,28.44117963,21.76751787,22.45168843,15.25773522,30.97533039,15.25773522,8.119848513,2.036655942,25.36086365,478.8853932,460.5143514,439.4180668,370.8298616,268.7365698,478.8853932
g1,8017,23,27.82449345,1270.231117,51.62456505,505.5170185,0.772007829,1.209760585,1.078798803,2.244546307,26.63162531,21.9790008,22.74793028,15.44778805,31.12211424,15.44778805,8.238155633,2.011739934,25.36086365,505.5170185,486.1775439,464.2332346,393.5463092,288.6361893,505.5170185
g1,8017,24,28.55021064,1263.920808,52.58229065,530.313801,0.72571719,1.18959211,0.957725599,2.190928777,24.79678246,22.09640837,23.01520662,15.61803584,31.20543094,15.61803584,8.34578839,1.987369103,25.36086365,530.313801,510.1111662,487.4189763,414.7403593,307.180714,530.313801
g1,8017,25,29.23184695,1257.786565,53.43080468,553.3562292,0.68163631,1.169273878,0.848514034,2.137232187,23.04242826,22.13424917,23.2566652,15.77070782,31.23134647,15.77070782,8.443779527,1.963542679,25.36086365,553.3562292,532.4981047,509.1490655,434.7729752,324.8371357,553.3562292
g1,8017,26,29.87160081,1251.82222,54.1811607,574.6802927,0.639753861,1.148907723,0.750356012,2.083890796,21.32406348,22.10308818,23.47512338,15.90781263,31.20553258,15.90781263,8.533039636,1.940256822,25.36086365,574.6802927,553.1619315,529.1141788,453.1098455,340.8028148,574.6802927
g1,8017,27,30.47163925,1246.021608,54.84357635,594.4630307,0.600038445,1.128579232,0.662415656,2.031243569,19.78273802,22.01714929,23.67310128,16.03115553,31.13326357,16.03115553,8.61437484,1.917505193,25.36086365,594.4630307,572.6290199,548.2036116,470.9998069,356.8445565,594.4630307
g1,8017,28,31.03408246,1240.378616,55.4274325,612.6458014,0.562443204,1.108360088,0.583856144,1.979551161,18.18277071,21.88020719,23.85285153,16.14235499,31.01942083,16.14235499,8.688501363,1.895279443,25.36086365,612.6458014,590.3349459,565.4300578,486.8867292,370.7769738,612.6458014
g1,8017,29,31.56099204,1234.887213,55.94129161,629.4319229,0.52690958,1.08831007,0.513859119,1.929010056,16.78612151,21.70454907,24.01638612,16.24285865,30.86850321,16.24285865,8.756057621,1.873569633,25.36086365,629.4319229,606.9311769,581.795218,502.2852199,384.6363716,629.4319229
g1,8017,30,32.05436241,1229.541486,56.3929299,644.7759559,0.493370375,1.068478747,0.451638288,1.87976433,15.34403297,21.49253186,24.16550056,16.33395834,30.68464184,16.33395834,8.817614358,1.852364596,25.36086365,644.7759559,621.8927911,596.3835678,515.770071,396.4210441,644.7759559
g1,8018,9.5036,13.33,1275,19.58,85.86206292,0,1.402626373,0,2.078512134,0,9.114675158,13.98319167,9.745283824,20.90154323,9.745283824,4.78068785,2.397179208,26.36975916,85.86206292,84.68886825,78.49034155,51.74627101,14.07236191,85.86206292
g1,8018,10,14.09000705,1270.618459,22.43700929,103.2767515,0.760007052,1.409000705,2.857009293,2.243700929,17.41468855,10.32767515,14.99443007,10.5315001,21.70937213,10.5315001,5.034853205,2.388671694,26.36975916,103.2767515,102.0976025,95.77764456,67.50561311,23.51973777,103.2767515
g1,8018,11,15.58362642,1261.925983,25.91837198,130.5933536,1.493619365,1.416693311,3.481362683,2.356215634,27.31660211,11.87212305,16.17118991,11.32374408,23.21709232,11.32374408,5.469731892,2.360597988,26.36975916,130.5933536,128.5448038,121.7041584,90.02716785,40.49253336,130.5933536
g1,8018,12,17.02273462,1253.424826,29.18736387,161.1143439,1.439108205,1.418561218,3.268991897,2.432280323,30.52099031,13.42619532,17.21881855,12.03368861,24.57914319,12.03368861,5.851820455,2.332118181,26.36975916,161.1143439,158.2860014,150.1034444,114.6888006,59.40166885,161.1143439
g1,8018,13,18.40358684,1245.125015,32.22761017,194.3715178,1.380852217,1.415660526,3.040246292,2.479046936,33.25717388,14.95165521,18.15359453,12.66992668,25.79913627,12.66992668,6.18972102,2.303454224,26.36975916,194.3715178,190.1998874,180.9152052,141.6061866,80.30883544,194.3715178
g1,8018,14,19.72395257,1237.03262,35.03312633,228.2688059,1.320365727,1.408853755,2.805516166,2.502366167,33.89728817,16.30491471,18.9890803,13.24001698,26.88204573,13.24001698,6.490148318,2.274777292,26.36975916,228.2688059,222.570849,211.9779918,169.2106263,102.4399754,228.2688059
g1,8018,15,20.9827749,1229.150671,37.60514903,262.4466965,1.258822333,1.39885166,2.572022698,2.507009935,34.17789061,17.49644644,19.73677341,13.75067393,27.83386843,13.75067393,6.758448636,2.246220704,26.36975916,262.4466965,254.8664195,243.276738,197.3331616,126.0168229,262.4466965
g1,8018,16,22.17990506,1221.479859,39.94995958,298.798591,1.197130165,1.386244067,2.344810552,2.496872474,36.35189442,18.67491193,20.40657296,14.20792123,28.6613458,14.20792123,6.998951781,2.217889158,26.36975916,298.798591,289.3089527,276.0775457,226.4457507,150.1424385,298.798591
g1,8018,17,23.31589359,1214.019069,42.07729219,334.922852,1.135988529,1.371523153,2.12733261,2.475134835,36.12426108,19.70134424,21.00710456,14.6171989,29.37172316,14.6171989,7.215216005,2.189865125,26.36975916,334.922852,323.5758743,308.6818517,255.4764851,174.3936359,334.922852
g1,8018,18,24.3918249,1206.765795,43.99913811,370.4822699,1.075931302,1.355101383,1.921845923,2.444396562,35.55941782,20.58234833,21.54595002,14.98343748,29.97254186,14.98343748,7.410202605,2.162213387,26.36975916,370.4822699,357.0787265,340.4971292,283.618043,197.6693173,370.4822699
g1,8018,19,25.40918556,1199.716469,45.72884131,403.8277411,1.017360662,1.337325556,1.729703192,2.406781121,33.34547129,21.25409164,22.02981487,15.31111218,30.4714633,15.31111218,7.586403138,2.134984364,26.36975916,403.8277411,389.0074978,371.2878446,311.7123814,222.196857,403.8277411
g1,8018,20,26.36975916,1192.86672,47.28041768,435.7245848,0.960573608,1.318487958,1.551576373,2.364020884,31.89684369,21.78622924,22.46465485,15.60428501,30.87612377,15.60428501,7.745933965,2.108216668,26.36975916,435.7245848,419.6373911,400.847936,338.8536782,246.0492592,435.7245848
g1,8018,21,27.27554216,1186.211576,48.66804888,465.6124529,0.905782998,1.298835341,1.3876312,2.317526137,29.88786811,22.17202157,22.85577479,15.8666398,31.19401824,15.8666398,7.890607762,2.081939114,26.36975916,465.6124529,448.3995834,428.5850574,364.2610582,268.3485181,465.6124529
g1,8018,22,28.12867654,1179.745631,49.90571291,494.1568782,0.853134381,1.278576207,1.237664026,2.268441496,28.54442529,22.46167628,23.20790844,16.1015128,31.43241017,16.1015128,8.021988469,2.056172361,26.36975916,494.1568782,476.1957844,455.7206808,389.5639037,291.0571987,494.1568782
g1,8018,23,28.93139607,1173.463177,51.00692183,521.494674,0.802719529,1.257886786,1.101208925,2.217692254,27.33779576,22.67368148,23.52528449,16.3119204,31.59826428,16.3119204,8.14143414,2.030930273,26.36975916,521.494674,502.752555,481.4781965,413.3347099,312.0928093,521.494674
g1,8018,24,29.68598345,1167.358309,51.98454289,546.9318088,0.754587374,1.236915977,0.977621063,2.166022621,25.43713484,22.78882537,23.81168259,16.50058473,31.69819905,16.50058473,8.250130774,2.006221059,26.36975916,546.9318088,527.4953063,505.5211346,435.5728459,331.7712555,546.9318088
g1,8018,25,30.39473633,1161.425009,52.85068394,570.6052246,0.708752887,1.215789453,0.866141047,2.114027358,23.67341577,22.82420898,24.07048153,16.66995757,31.73845578,16.66995757,8.349119366,1.982048242,26.36975916,570.6052246,550.8390079,528.4620197,457.1811738,351.322269,570.6052246
g1,8018,26,31.05994062,1155.657218,53.61662801,592.4380832,0.665204288,1.194613101,0.765944071,2.062178,21.83285864,22.78608012,24.3047014,16.82224278,31.72488118,16.82224278,8.439317757,1.958411486,26.36975916,592.4380832,572.1850461,549.328974,476.570064,368.5345155,592.4380832
g1,8018,27,31.68384955,1150.048886,54.29280495,612.5502191,0.62390893,1.173475909,0.676176943,2.010844628,20.11213584,22.68704515,24.51704071,16.95941743,31.66292093,16.95941743,8.521538465,1.935307294,26.36975916,612.5502191,591.9097133,568.5978235,494.6344509,384.5958638,612.5502191
g1,8018,28,32.26866764,1144.594019,54.88879044,631.1905435,0.58481809,1.152452416,0.595985485,1.960313944,18.64032441,22.54251941,24.70990943,17.08325155,31.55762185,17.08325155,8.596503374,1.912729618,26.36975916,631.1905435,610.4843756,587.0245301,512.2683829,400.731341,631.1905435
g1,8018,29,32.81653852,1139.286708,55.4133248,648.2170414,0.547870881,1.131604777,0.524534359,1.910804303,17.02649792,22.35231177,24.88545859,17.19532669,31.41364061,17.19532669,8.664855928,1.890670361,26.36975916,648.2170414,627.3266544,603.6385002,527.9698826,414.8784091,648.2170414
g1,8018,30,33.32953596,1134.121164,55.87434575,669.3703919,0.512997434,1.110984532,0.461020951,1.862478192,21.15335052,22.3123464,25.04560674,17.29705317,31.23525734,17.29705317,8.727171341,1.869119821,26.36975916,669.3703919,648.4185515,624.4488256,547.3196431,431.5491987,669.3703919
